count,genome
25,"(1,0,{1,3,4},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_12,S_18,S_18⊕1,S_8])"
25,"(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,3,{0},{0,1}),S_1,S_5⊕1,S_6])"
25,"(1,0,{1,4},{},[(2,1,{0},{0}),(2,4,{2,3},{}),(3,1,{0,2,3},{}),S_12,S_18⊕1,S_9])"
25,"(1,0,{1},{},[(0,1,{3},{}),(2,2,{0},{1}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),S_1,S_22,S_22⊕2,S_27,S_5⊕1,S_7⊕3,S_9⊕3])"
25,"(1,0,{1},{},[(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),S_1,S_22,S_22⊕2,S_7⊕3,S_9])"
25,"(1,0,{1},{},[(2,3,{2},{0,1}),(3,1,{0},{0,2}),(3,3,{0},{0,1}),(3,3,{2},{0,1,2}),(3,4,{1,3},{}),S_1,S_12,S_22,S_22⊕2,S_27,S_7⊕3,S_9⊕3])"
25,"(1,0,{1},{},[(2,4,{2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕2,S_1⊕3,S_9⊕3])"
25,"(1,0,{1},{},[(2,4,{2,3},{}),(3,1,{0,3},{}),S_1,S_1⊕3,S_29,S_9⊕3])"
25,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_14⊕2,S_5⊕1])"
25,"(1,0,{1},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,3,{0},{0,1}),S_1,S_14⊕2,S_1⊕3])"
25,"(1,0,{1},{},[S_1,S_12,S_27])"
25,"(1,1,{3},{},[S_11,S_2⊕1,S_5,S_8])"
25,"(1,2,{0,1,3},{},[S_1,S_12,S_14,S_2⊕1,S_4,S_6,S_8])"
25,"(1,2,{1},{0},[S_1,S_15,S_3⊕1])"
25,"(1,2,{3},{},[S_1,S_11,S_2⊕1,S_4,S_8])"
25,"(1,3,{0,1,2},{},[S_7])"
25,"(1,4,{1,3},{},[S_1,S_11,S_12,S_19,S_21,S_6,S_9])"
25,"(1,4,{1},{},[S_1,S_22,S_2⊕1,S_9])"
25,"(1,4,{3},{0,3},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_19,S_2⊕1,S_3⊕1])"
25,"(2,0,{1,2,4},{},[(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_14⊕1,S_2,S_31,S_5⊕1])"
25,"(2,0,{1,2,4},{},[(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),S_1,S_22,S_27,S_31,S_7⊕3,S_9,S_9⊕3])"
25,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,1},{}),S_1,S_14⊕1,S_2])"
25,"(2,0,{1,2},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_27,S_31,S_9⊕3])"
25,"(2,0,{1,2},{},[(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_14⊕1,S_1⊕3,S_29,S_30,S_6])"
25,"(2,0,{2,3},{},[(1,4,{0,1,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),S_14⊕1,S_29,S_7,S_7⊕1])"
25,"(2,2,{3},{1,3},[(3,3,{2},{0,2}),S_2,S_23,S_2⊕1,S_3⊕1,S_5⊕1])"
25,"(2,4,{1},{1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{2},{0,2}),S_19,S_3⊕1])"
25,"(3,0,{1,3},{},[S_1,S_12⊕2,S_2,S_7⊕1])"
25,"(3,4,{0,1},{},[S_16,S_18,S_1⊕1,S_2⊕1])"
25,"(3,4,{2,3},{},[S_1,S_1⊕1,S_2⊕1,S_8,S_9])"
25,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12⊕2,S_27,S_6])"
25,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12⊕2,S_27,S_6])"
25,"(4,0,{1,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12⊕2,S_27,S_6])"
25,"(4,0,{1,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(3,1,{0,2},{}),(3,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12⊕2,S_27,S_6])"
25,"(4,4,{1},{0},[(1,1,{0},{0,2}),(2,2,{0},{1}),(2,3,{0},{0,1}),(3,3,{2},{0,2}),S_1])"
25,"(4,4,{3},{0,1,3},[(2,2,{0},{0,1}),(3,3,{2},{0,2}),S_2,S_2⊕1])"
24,"(0,0,{1,2,3},{},[(3,2,{0,3},{}),(3,3,{2},{0,2}),S_14⊕1,S_18,S_18⊕1,S_29,S_8])"
24,"(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_12,S_12⊕2,S_14,S_14⊕2,S_7])"
24,"(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2},{}),S_1,S_12⊕2,S_14,S_7])"
24,"(1,0,{1,4},{},[(2,4,{0,1,2,3},{}),(2,4,{2,3},{}),S_1,S_14⊕2,S_6])"
24,"(1,0,{1},{},[(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_1,S_12,S_22,S_22⊕2,S_7⊕3,S_9,S_9⊕3])"
24,"(1,0,{1},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_1⊕3,S_27,S_5⊕1,S_9⊕3])"
24,"(1,0,{1},{},[S_1,S_11,S_12,S_23,S_3⊕1,S_9])"
24,"(1,0,{1},{},[S_1,S_12,S_23,S_8])"
24,"(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14⊕1,S_18⊕1,S_5⊕1,S_7,S_7⊕1])"
24,"(2,0,{1,2,4},{},[(0,1,{0,3},{}),(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_14⊕1,S_18⊕1,S_27,S_30,S_5⊕1])"
24,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,1},{}),S_1,S_14⊕1,S_2,S_5⊕1])"
24,"(2,0,{1,2,4},{},[(3,1,{0,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_14⊕1,S_1⊕3])"
24,"(2,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_12,S_14⊕1,S_18⊕1,S_22,S_29,S_5⊕1])"
24,"(2,0,{1,2},{},[S_1,S_1⊕3,S_29,S_31,S_5⊕1,S_9⊕3])"
24,"(2,0,{1,3},{},[(3,1,{0,2},{}),S_1,S_16⊕1,S_2,S_7⊕1])"
24,"(2,0,{1},{1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),S_2,S_2⊕2,S_30,S_3⊕1])"
24,"(2,0,{1},{1},[(1,1,{0},{0,2}),(3,3,{0},{0,1}),S_1,S_30,S_3⊕1,S_5⊕1])"
24,"(2,0,{2,4},{},[(1,4,{1},{}),(3,3,{2},{0,2}),S_1,S_2,S_7⊕3,S_9,S_9⊕3])"
24,"(2,2,{1},{1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_1,S_19,S_30,S_3⊕1,S_5⊕1])"
24,"(2,2,{1},{1,3},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_23,S_30,S_3⊕1,S_5⊕1])"
24,"(2,2,{3},{1,3},[(1,1,{0},{0,2}),(3,3,{2},{0,2}),S_2,S_2⊕1])"
24,"(2,2,{3},{1,3},[(3,3,{2},{0,2}),S_2,S_2⊕1,S_3⊕1])"
24,"(2,3,{0,1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_22⊕3,S_27,S_30,S_6])"
24,"(2,3,{0,2},{},[S_1,S_1⊕1,S_29])"
24,"(3,3,{1},{0,1,2},[(2,2,{0},{0,1})])"
24,"(4,0,{1,2,4},{},[(1,1,{3},{}),(2,3,{2},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),S_1,S_12,S_12⊕2,S_14⊕2,S_27,S_5⊕1])"
24,"(4,0,{1,2},{},[(2,1,{0},{0}),(2,4,{2,3},{}),S_1,S_31,S_9⊕3])"
24,"(4,0,{1,3,4},{},[(3,4,{0,1,3},{}),S_1,S_12⊕2,S_2,S_7,S_7⊕1])"
24,"(4,0,{1,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(3,1,{0,2,3},{}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_27,S_6])"
24,"(4,0,{1,4},{},[(1,4,{1,3},{}),(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{0},{0,1}),S_1,S_22,S_22⊕2,S_7⊕3,S_9,S_9⊕3])"
24,"(4,2,{1},{0,1,3},[(1,1,{0},{0,2}),(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{0},{0,1}),(3,3,{2},{0,2}),S_1,S_19,S_3⊕1])"
24,"(4,4,{2},{0,1,2,3},[(2,2,{0},{0,1}),(3,1,{0},{0,2}),S_2,S_2⊕1])"
23,"(0,0,{1},{1,3},[(1,1,{0},{0,2}),(3,3,{2},{0,2}),S_2])"
23,"(1,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_14⊕2,S_27,S_30,S_9⊕3])"
23,"(1,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_27,S_5⊕1,S_6,S_9])"
23,"(1,0,{1,4},{},[(2,1,{0},{0}),(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_12,S_22⊕2,S_7⊕3,S_9])"
23,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),S_1,S_12,S_14⊕2,S_27,S_6,S_9,S_9⊕3])"
23,"(1,0,{1},{},[S_1,S_27])"
23,"(1,2,{3},{3},[(3,3,{2},{0,2}),S_23,S_5,S_5⊕1])"
23,"(1,4,{1,2,3},{},[S_1,S_12,S_4,S_6,S_7,S_9])"
23,"(1,4,{2},{0,3},[(2,2,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),S_2⊕1,S_3⊕1])"
23,"(2,0,{1,2,3,4},{},[(1,1,{3},{}),(3,1,{0,2,3},{}),(3,3,{2},{0,2}),S_14,S_14⊕1,S_1⊕3,S_6,S_9⊕3])"
23,"(2,0,{1,2,3},{},[(3,1,{0,2,3},{}),S_1,S_13⊕1,S_14⊕1,S_16⊕1,S_18⊕1,S_2,S_5⊕1,S_7⊕1])"
23,"(2,0,{1,2,3},{},[(3,1,{0,2,3},{}),S_1,S_16⊕1,S_18⊕1,S_2,S_7⊕1])"
23,"(2,0,{1,2,4},{},[(1,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(1,4,{0,1,3},{}),(1,4,{0,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_18⊕1,S_27,S_6])"
23,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_27,S_30,S_5⊕1])"
23,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_27,S_29,S_31,S_5⊕1])"
23,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{3},{}),(3,1,{0,3},{}),(3,4,{0,1},{}),S_14⊕1,S_2,S_27,S_31,S_5⊕1,S_9⊕3])"
23,"(2,0,{1,2},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,4,{0,1},{}),S_1,S_1⊕3,S_27,S_29,S_31,S_5⊕1,S_9⊕3])"
23,"(2,0,{1,2},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_1⊕3,S_27,S_30,S_31,S_9⊕3])"
23,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_29,S_5⊕1])"
23,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_18⊕1,S_27,S_30,S_31])"
23,"(2,0,{1,2},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_27,S_31])"
23,"(2,0,{1},{1,3},[(3,3,{2},{0,2}),S_23,S_5⊕1])"
23,"(2,2,{1,3},{},[(3,3,{0},{0,1}),S_1,S_12,S_2,S_27,S_2⊕1])"
23,"(2,2,{3},{1,3},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_2,S_2⊕1,S_2⊕2])"
23,"(2,3,{1,2},{},[(3,2,{0,3},{}),S_1,S_18⊕1,S_1⊕1,S_2])"
23,"(2,5,{0,1,2},{},[(3,4,{0,1,3},{}),S_1,S_1⊕1,S_2,S_29,S_6⊕1,S_7⊕1])"
23,"(3,0,{1,2,3},{},[(1,4,{0,1,3},{}),S_1,S_14⊕1,S_14⊕2,S_2,S_31,S_7⊕1])"
23,"(4,0,{1,2},{},[S_12,S_1⊕3,S_29,S_31,S_8])"
23,"(4,0,{1,3,4},{},[(1,3,{0,1,2},{}),(2,4,{0,1,2,3},{}),(3,4,{0,3},{}),S_1,S_14⊕2,S_6,S_7])"
23,"(4,0,{1,4},{},[(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_14⊕2,S_15,S_31,S_8])"
23,"(4,2,{3},{1,3},[(2,1,{0},{0}),(3,3,{2},{0,2}),S_2,S_2⊕1,S_3⊕1])"
23,"(4,4,{3},{0,1,2,3},[(1,1,{0},{0,2}),(2,3,{0},{0,1}),(2,3,{2},{0,1}),(3,3,{2},{0,2}),S_19,S_2⊕1,S_3⊕1])"
23,"(4,5,{2,3,4},{},[(2,4,{0,1,2,3},{}),(3,2,{0,3},{}),S_1,S_14⊕1,S_1⊕1,S_29,S_7,S_7⊕1])"
22,"(0,0,{1,2},{},[(1,4,{0,1,3},{}),S_18⊕1,S_27])"
22,"(0,0,{1},{1},[(3,1,{0},{0,2}),S_2])"
22,"(0,3,{0,1,2},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_18⊕1,S_2,S_27])"
22,"(0,3,{0,1,2},{},[(3,1,{0,3},{}),S_14⊕1,S_1⊕1,S_2,S_31])"
22,"(0,4,{0,1,2},{},[(3,1,{0,3},{}),(3,2,{0,3},{}),S_18⊕1,S_29,S_31,S_5⊕1,S_8])"
22,"(0,5,{0,2},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_22⊕1,S_29,S_5⊕1,S_8])"
22,"(1,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_14⊕2,S_18⊕1,S_27,S_30,S_9⊕3])"
22,"(1,0,{1},{},[S_1,S_12,S_22,S_23])"
22,"(1,0,{2,4},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_11,S_12,S_29,S_5⊕1,S_7⊕3])"
22,"(1,1,{0},{3},[(3,3,{2},{0,2}),S_23,S_2⊕1])"
22,"(1,2,{0,1},{},[S_1,S_14,S_19,S_6])"
22,"(1,2,{1},{0,3},[(3,3,{0},{1,2}),(3,3,{2},{0,2}),S_23,S_3⊕1])"
22,"(1,2,{1},{},[S_12,S_19,S_22,S_23,S_2⊕1])"
22,"(1,3,{0,1,2},{},[S_1,S_7])"
22,"(1,4,{1,3},{},[S_12,S_13,S_19,S_23,S_6,S_9])"
22,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,3,{2},{0,1,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_1,S_22,S_27,S_7⊕3,S_9⊕3])"
22,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{1,3},{}),(3,2,{0},{0,1}),S_22,S_27,S_29,S_5⊕1,S_7⊕3,S_9⊕3])"
22,"(2,0,{1,2,4},{},[(3,1,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14⊕1,S_18⊕1,S_30,S_31])"
22,"(2,0,{1,2},{},[(1,1,{0},{0,2}),(1,4,{1,3},{}),S_1,S_2,S_22,S_27,S_2⊕2,S_30,S_31,S_7⊕3,S_9⊕3])"
22,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_18⊕1,S_29,S_5⊕1])"
22,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_1⊕3,S_2,S_31,S_5⊕1,S_7⊕1])"
22,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_5⊕1])"
22,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_14⊕1,S_2,S_27,S_29,S_31,S_9⊕3])"
22,"(2,0,{1},{1,3},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_23,S_30,S_3⊕1,S_5⊕1])"
22,"(2,0,{1},{},[(1,1,{3},{}),(3,1,{0,3},{}),(3,3,{0},{1,2}),S_1,S_27,S_30])"
22,"(2,0,{2},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_1,S_12,S_1⊕3,S_2,S_22,S_22⊕1,S_30,S_9⊕3])"
22,"(2,2,{1},{1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_19,S_30,S_3⊕1])"
22,"(2,3,{0,1,2},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_22⊕3,S_27,S_6])"
22,"(2,3,{1,2},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_14⊕1,S_18⊕1,S_22⊕3,S_27,S_30,S_9⊕3])"
22,"(3,2,{3},{},[S_1,S_1⊕1,S_22,S_3⊕1,S_5,S_8])"
22,"(4,0,{1,2,4},{},[(2,1,{0},{0}),(2,4,{0,1,2,3},{}),(3,1,{0,3},{}),S_1,S_13⊕2,S_14⊕1,S_31])"
22,"(4,0,{1,3,4},{},[(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_21,S_6])"
22,"(4,0,{1,3,4},{},[(3,1,{0,2},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_16⊕1,S_18,S_7⊕1,S_8])"
22,"(4,2,{1},{0,3},[(1,1,{0},{0,2}),(2,3,{2},{0,1}),(3,3,{0},{1,2}),(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_19,S_3⊕1])"
22,"(4,4,{3},{0,1},[(2,3,{2},{0,1}),(3,2,{0},{0,1}),(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_2⊕1,S_3⊕1])"
21,"(0,3,{0,1,2,4},{},[(1,1,{0,3},{}),(1,4,{0,1,3},{}),(1,4,{0,1},{}),(1,4,{0,3},{}),(3,1,{0,2,3},{}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_14⊕1,S_2,S_27,S_29,S_6⊕1])"
21,"(1,0,{1,2},{},[(2,4,{0,1,2,3},{}),(3,1,{0,3},{}),(3,4,{0,3},{}),S_1,S_18⊕1,S_1⊕3,S_29,S_6])"
21,"(1,0,{1},{},[(2,2,{0},{1}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{0},{0,1,2}),S_1,S_1⊕3,S_22,S_22⊕2,S_27,S_29,S_30,S_5⊕1,S_7⊕3,S_9⊕3])"
21,"(1,0,{1},{},[(2,4,{2,3},{}),(3,1,{0,3},{}),S_1,S_1⊕3,S_9⊕3])"
21,"(1,0,{1},{},[(3,1,{0,3},{}),(3,4,{0,3},{}),S_1,S_1⊕3,S_8])"
21,"(1,2,{0,1},{},[(3,1,{0,3},{}),(3,3,{2},{0,2}),S_1,S_12,S_27])"
21,"(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14,S_14⊕1,S_30,S_7⊕1])"
21,"(2,0,{1,2,3},{},[(3,1,{0,2,3},{}),S_1,S_14⊕1,S_16⊕1,S_18⊕1,S_5⊕1,S_7⊕1])"
21,"(2,0,{1,2,4},{},[(1,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(1,4,{0,3},{}),(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,2,3},{}),S_1,S_18⊕1,S_1⊕3,S_27,S_29,S_31,S_9⊕3])"
21,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_18⊕1,S_27,S_6])"
21,"(2,0,{1,2,4},{},[(1,4,{0,1,2,3},{}),(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_27,S_6])"
21,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1}),(3,4,{0,1,3},{}),S_1,S_12,S_27,S_31,S_9])"
21,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_27,S_30,S_5⊕1])"
21,"(2,0,{1,2},{},[(1,1,{0},{0,2}),(3,1,{0,3},{}),S_1,S_18⊕1,S_27,S_31])"
21,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_31,S_5⊕1])"
21,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_2,S_27,S_29,S_9⊕3])"
21,"(2,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_14⊕1,S_18⊕1,S_29,S_5⊕1,S_6,S_9⊕3])"
21,"(2,0,{1,2},{},[(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_1⊕3,S_30,S_6,S_7⊕1])"
21,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_16⊕1,S_18⊕1,S_2,S_7⊕1])"
21,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_1⊕3,S_29,S_31,S_5⊕1,S_9⊕3])"
21,"(2,0,{1,2},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_12,S_22,S_30,S_31,S_5⊕1,S_9⊕3])"
21,"(2,0,{1,2},{},[S_1,S_1⊕3,S_30,S_31,S_9⊕3])"
21,"(2,0,{1,3,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2},{}),(3,4,{0,1},{}),S_1,S_2,S_7⊕1])"
21,"(2,0,{1},{1},[(0,1,{0},{2}),(1,1,{0},{0,2}),(3,1,{0},{0,2}),S_1,S_30,S_3⊕1,S_5⊕1])"
21,"(2,0,{1},{},[(1,1,{3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_12,S_27,S_2⊕2,S_30,S_9⊕3])"
21,"(2,0,{2},{},[(1,4,{1},{}),(3,4,{1,3},{}),S_1,S_2,S_31,S_5⊕1,S_9⊕3])"
21,"(2,0,{2},{},[(3,1,{0,3},{}),S_1,S_14⊕1,S_29,S_31,S_5⊕1,S_9⊕3])"
21,"(2,2,{1},{0,1,3},[(3,3,{0},{0,1,2}),S_2,S_3⊕1,S_5⊕1])"
21,"(2,2,{1},{0,3},[(1,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_1,S_19,S_23,S_3⊕1,S_5⊕1])"
21,"(2,2,{3},{1,3},[(3,3,{2},{0,2}),S_23,S_2⊕1,S_5⊕1])"
21,"(2,3,{1,2},{},[(3,1,{0},{0,2}),(3,2,{0,3},{}),S_1,S_1⊕3,S_22⊕3,S_27,S_30,S_31,S_9⊕3])"
21,"(4,0,{1,2,4},{},[(1,1,{3},{}),(2,3,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{0},{0,1}),S_1,S_12,S_12⊕2,S_14⊕2,S_27,S_6,S_9])"
21,"(4,2,{1},{0,1,3},[(1,1,{0},{0,2}),(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),S_2,S_3⊕1])"
21,"(4,2,{3},{0,1,3},[(2,3,{0},{0,1}),(3,3,{2},{0,2}),S_2,S_23,S_2⊕1])"
20,"(0,1,{3},{},[S_1⊕1,S_5,S_8])"
20,"(0,3,{0,1,2},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_14⊕1,S_29,S_5⊕1])"
