count,genome
39,"(1,2,{1,3},{},[S_12,S_4,S_5,S_8])"
39,"(1,2,{1},{},[S_1,S_12,S_19,S_22,S_23,S_27])"
39,"(1,2,{1},{},[S_1,S_15,S_22,S_2⊕1,S_3⊕1])"
39,"(1,4,{1,3},{},[S_22,S_2⊕1,S_5,S_8,S_9])"
39,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_27,S_31])"
39,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,3},{}),S_1])"
39,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_2,S_29])"
39,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_30])"
39,"(3,1,{0,3},{},[S_1⊕1,S_21,S_3⊕1,S_8])"
39,"(3,2,{1,3},{},[S_1,S_1⊕1,S_22,S_2⊕1,S_3⊕1,S_8])"
39,"(4,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_18,S_18⊕1,S_7⊕1,S_8])"
39,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,3},{}),S_1,S_14⊕2,S_6])"
38,"(0,2,{3},{3},[(3,3,{2},{0,2}),S_2,S_5])"
38,"(1,0,{1,3,4},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_14,S_27,S_6,S_9])"
38,"(1,0,{1,3},{},[S_1,S_12,S_6])"
38,"(1,0,{1},{},[(2,2,{0},{1}),S_1,S_12,S_22,S_23,S_27,S_5⊕1])"
38,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_30,S_6])"
38,"(1,0,{1},{},[(3,3,{0},{0,1,2}),(3,3,{0},{1,2}),(3,3,{2},{0,1,2}),S_1,S_12,S_22,S_30,S_7⊕3,S_9⊕3])"
38,"(1,2,{1,3},{},[S_1,S_12,S_22,S_3⊕1,S_5,S_8])"
38,"(1,2,{1,3},{},[S_12,S_22,S_23,S_2⊕1,S_4,S_8])"
38,"(1,2,{1},{3},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),(3,1,{0},{0,2}),S_19,S_23,S_3⊕1])"
38,"(1,2,{3},{0,3},[(3,1,{0},{0,2}),(3,3,{2},{0,1,2}),S_23,S_2⊕1])"
38,"(1,2,{3},{},[S_1,S_11,S_15,S_4])"
38,"(1,4,{1,2,3},{},[S_12,S_19,S_22,S_23,S_2⊕1,S_4,S_5,S_8])"
38,"(1,4,{1,2},{},[S_12,S_19,S_22,S_2⊕1,S_4,S_8])"
38,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_27,S_6])"
38,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_27,S_6])"
38,"(2,0,{1,2},{},[(3,1,{0,2,3},{}),S_14⊕1,S_1⊕3,S_30,S_6,S_9⊕3])"
38,"(2,0,{1,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_27,S_6])"
38,"(2,0,{1},{1,3},[(3,3,{2},{0,2}),S_23,S_30,S_3⊕1,S_5⊕1])"
38,"(2,2,{1},{0,1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),(3,3,{0},{1,2}),S_2⊕2,S_3⊕1])"
38,"(2,2,{3},{0,1,3},[(3,3,{2},{0,1,2}),S_2,S_2⊕1,S_3⊕1])"
38,"(3,1,{0,3},{},[S_14,S_18,S_3,S_5,S_8])"
38,"(4,2,{3},{0,1},[(2,3,{2},{0,1}),(3,3,{2},{0,1,2}),S_2⊕1,S_3⊕1])"
37,"(1,0,{1,2,3},{},[(2,4,{0,1,2,3},{}),(2,4,{2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕2,S_1⊕3,S_6,S_7])"
37,"(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,3,{2},{0,2}),S_12,S_18,S_18⊕1,S_1⊕3,S_8])"
37,"(1,0,{1},{},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),S_1,S_12,S_22,S_22⊕2,S_9])"
37,"(1,2,{3},{3},[(2,3,{2},{0,1}),(3,1,{0},{0,2}),(3,3,{2},{0,1,2}),S_19,S_23,S_2⊕1,S_2⊕2])"
37,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1])"
37,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_27,S_5⊕1])"
37,"(2,0,{1,2},{},[(1,1,{0},{0,2}),(3,1,{0,3},{}),S_1,S_14⊕1,S_27,S_31])"
37,"(2,4,{0,1,2,3},{},[S_1,S_12,S_1⊕1,S_7])"
37,"(3,4,{3},{},[S_1,S_1⊕1,S_2⊕1,S_5,S_8,S_9])"
37,"(4,0,{1,3,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,3},{}),S_1,S_12,S_12⊕2,S_6,S_7])"
37,"(4,0,{1},{1,3},[(2,1,{0},{0}),(3,3,{2},{0,2}),S_23,S_3⊕1,S_5⊕1])"
37,"(4,4,{3},{0,1,3},[(1,1,{0},{0,2}),(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_19,S_2⊕1,S_3⊕1])"
36,"(1,0,{1,2,4},{},[(3,1,{0,2,3},{}),(3,4,{0,1,3},{}),S_12,S_15,S_16⊕1,S_18⊕1,S_5⊕1,S_8])"
36,"(1,0,{1,2},{},[(2,2,{0},{1}),(2,3,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_12,S_27,S_9])"
36,"(1,0,{1,2},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),(3,4,{0,1,3},{}),S_1,S_12,S_12⊕2,S_14⊕2,S_27,S_9,S_9⊕3])"
36,"(1,0,{1,3},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),S_1,S_12,S_12⊕2,S_14,S_18,S_21])"
36,"(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{2},{0,2}),S_1,S_12,S_16,S_8])"
36,"(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_12,S_21,S_6])"
36,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_12,S_14⊕2,S_27,S_2⊕2,S_30,S_9⊕3])"
36,"(1,0,{1},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,3,{0},{0,1}),S_1,S_12,S_14⊕2,S_1⊕3,S_6])"
36,"(1,0,{2,3},{},[(3,1,{0,3},{}),(3,4,{0,3},{}),S_1,S_16⊕1,S_21,S_23,S_30,S_3⊕1])"
36,"(1,2,{1,3},{},[S_1,S_12,S_19,S_22,S_2⊕1,S_4,S_8])"
36,"(1,2,{1,3},{},[S_1,S_12,S_19,S_23,S_6,S_8])"
36,"(1,4,{0,1,3},{},[S_12,S_16,S_19,S_21,S_4,S_6,S_8])"
36,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{1,3},{}),(3,1,{0},{0,2}),S_1,S_2,S_27,S_31,S_5⊕1,S_7⊕3])"
36,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_27,S_6])"
36,"(2,0,{1,2,4},{},[(3,1,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14⊕1,S_1⊕3,S_2,S_30,S_31])"
36,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_14⊕1,S_29,S_5⊕1,S_6])"
36,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_14⊕1,S_29,S_5⊕1,S_6])"
36,"(2,0,{1,2},{},[(3,2,{0,3},{}),(3,4,{0,3},{}),S_1,S_1⊕3,S_30,S_31,S_9⊕3])"
36,"(2,0,{1,4},{},[(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_6])"
36,"(2,0,{1},{},[S_1,S_2,S_27,S_5⊕1])"
36,"(2,1,{0,2},{},[(3,3,{2},{0,2}),S_12,S_29,S_31])"
35,"(1,0,{1,3},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{0},{1,2}),S_1,S_13,S_21,S_6])"
35,"(1,0,{1},{},[(2,2,{0},{1}),(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{2},{0,1,2}),S_1,S_12,S_22,S_22⊕2,S_2⊕2,S_7⊕3,S_9,S_9⊕3])"
35,"(1,0,{1},{},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),(3,3,{0},{0,1,2}),S_1,S_12,S_22,S_22⊕2,S_5⊕1,S_7⊕3])"
35,"(1,0,{1},{},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),(3,3,{2},{0,1,2}),S_1,S_12,S_22,S_22⊕2,S_7⊕3,S_8])"
35,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_12⊕2,S_18⊕1,S_30,S_6])"
35,"(1,0,{1},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),S_1,S_12,S_14⊕2,S_1⊕3,S_9])"
35,"(1,0,{1},{},[(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_14⊕2,S_9])"
35,"(1,2,{1},{3},[(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),S_1,S_12,S_19,S_30,S_5⊕1])"
35,"(1,4,{0,1},{},[S_11,S_12,S_23,S_2⊕1,S_6,S_9])"
35,"(1,4,{3},{3},[(3,2,{0},{0,1}),S_1,S_23,S_2⊕1,S_30,S_3⊕1,S_5⊕1])"
35,"(2,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_14⊕1,S_1⊕3,S_5⊕1,S_6,S_9⊕3])"
35,"(2,0,{1},{1,3},[(3,1,{0},{0,2}),S_1,S_2,S_3⊕1,S_5⊕1])"
35,"(2,0,{1},{1},[(3,1,{0},{0,2}),S_30,S_3⊕1,S_5⊕1])"
35,"(2,2,{1},{0,1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{0},{1,2}),(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_19,S_23,S_30,S_3⊕1])"
35,"(2,4,{2,3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_3⊕1])"
35,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12⊕2,S_18⊕1,S_27,S_6])"
35,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_14⊕2,S_1⊕3,S_27,S_31,S_5⊕1,S_9⊕3])"
35,"(4,0,{1,4},{},[(1,4,{0,1,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12⊕2,S_27,S_6])"
34,"(1,0,{1,2},{},[(2,2,{0},{1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_12,S_27,S_9])"
34,"(1,0,{1,2},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_12,S_7⊕3,S_8,S_9⊕3])"
34,"(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_12⊕2,S_21,S_30,S_6])"
34,"(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),(3,4,{0,1,3},{}),S_1,S_12,S_12⊕2,S_14,S_21,S_6])"
34,"(1,0,{1,3},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_14,S_18,S_21])"
34,"(1,0,{1,4},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_12⊕2,S_27,S_6])"
34,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_14⊕2,S_1⊕3,S_27,S_29,S_5⊕1,S_9⊕3])"
34,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_14⊕2,S_15])"
34,"(1,0,{1},{},[(3,1,{0,3},{}),(3,3,{0},{1,2}),S_1,S_30,S_9⊕3])"
34,"(1,0,{1},{},[(3,3,{2},{0,1,2}),S_1,S_11,S_12,S_23,S_27,S_5⊕1])"
34,"(1,2,{0,1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,2}),S_1,S_12,S_27])"
34,"(1,2,{1,3},{},[S_1,S_14,S_2⊕1,S_8])"
34,"(1,2,{3},{3},[(2,1,{0},{0}),(3,3,{2},{0,2}),S_23,S_2⊕1,S_30,S_3⊕1,S_5⊕1])"
34,"(1,4,{2},{},[(2,2,{0},{0,1}),(3,3,{0},{0,1}),S_1,S_27,S_2⊕1,S_3⊕1])"
34,"(1,4,{3},{0,3},[(3,2,{0},{0,1}),(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_15,S_23,S_5,S_5⊕1])"
34,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_2,S_27])"
34,"(2,0,{1,2},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_27,S_29,S_31,S_5⊕1,S_9⊕3])"
34,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_5⊕1])"
34,"(2,0,{1,2},{},[(3,1,{0,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_2])"
34,"(3,1,{3},{},[S_11,S_1⊕1,S_22,S_2⊕1,S_5,S_8,S_9])"
34,"(4,0,{1,2,4},{},[(1,4,{1,2},{}),(3,1,{0,3},{}),S_1,S_14⊕2,S_27,S_29,S_7⊕3])"
34,"(4,0,{1,2,4},{},[(2,4,{2,3},{}),S_1,S_1⊕3,S_29,S_31,S_9⊕3])"
34,"(4,0,{1,4},{},[(1,4,{0,1,3},{}),(2,1,{0},{0}),(2,4,{0,1,2,3},{}),(3,1,{0,2,3},{}),S_1,S_12⊕2,S_6])"
34,"(4,2,{1},{1,3},[(2,1,{0},{0}),(3,3,{2},{0,2}),S_19,S_23,S_3⊕1,S_5⊕1])"
34,"(4,4,{1},{0},[(1,1,{0},{0,2}),(2,2,{0},{1}),(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_1])"
34,"S_13"
33,"(0,0,{1},{1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),(3,3,{0},{1,2}),S_30])"
33,"(1,0,{1,2,3},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),(3,4,{0,1,3},{}),S_1,S_12,S_12⊕2,S_14,S_21,S_6])"
33,"(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_1,S_12,S_14,S_14⊕2,S_9,S_9⊕3])"
33,"(1,0,{1,3},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_21,S_6])"
33,"(1,0,{1,4},{},[(2,3,{2},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_12,S_27,S_6,S_9])"
33,"(1,0,{1},{},[(2,2,{0},{1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_12,S_27,S_6,S_9])"
33,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_27,S_30,S_6])"
33,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_5⊕1,S_6])"
33,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,2,{0},{0,1}),(3,4,{0,3},{}),S_1,S_12,S_12⊕2,S_30,S_6,S_9])"
33,"(1,0,{1},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),S_1,S_12,S_14⊕2,S_1⊕3,S_5⊕1,S_6])"
33,"(1,0,{1},{},[(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{0},{1,2}),(3,3,{2},{0,1,2}),(3,4,{3},{}),S_1,S_12,S_22,S_27,S_7⊕3,S_9⊕3])"
33,"(1,0,{1},{},[(3,3,{0},{1,2}),(3,3,{2},{0,1,2}),S_1,S_11,S_12,S_22,S_7⊕3])"
33,"(1,0,{1},{},[S_1,S_12,S_23,S_27,S_2⊕2,S_30,S_3⊕1])"
33,"(1,2,{1,3},{},[S_1,S_12,S_4,S_6,S_8])"
33,"(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,4,{0,1,3},{}),S_1,S_12,S_14,S_14⊕1,S_18⊕1,S_2,S_5⊕1,S_7⊕1])"
33,"(2,0,{1,2,3},{},[(3,1,{0,2,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_5⊕1,S_7⊕1])"
33,"(2,0,{1,2,4},{},[(0,1,{0,3},{}),(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_27,S_5⊕1])"
33,"(2,0,{1,2,4},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_14⊕1,S_27,S_30,S_6])"
33,"(2,0,{1,2},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_18⊕1,S_1⊕3,S_27,S_31,S_5⊕1,S_9⊕3])"
33,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_18⊕1,S_27,S_5⊕1,S_6])"
33,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),S_1⊕3,S_30,S_6])"
33,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_2])"
33,"(2,0,{1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_2])"
33,"(2,2,{3},{0,1,3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_23,S_2⊕1])"
33,"(4,0,{1,2,4},{},[(2,4,{0,1,2,3},{}),(3,1,{0,3},{}),(3,4,{0,3},{}),S_1,S_14⊕1,S_1⊕3])"
33,"(4,0,{1},{},[(2,1,{0},{0}),S_1,S_12,S_2,S_27])"
33,"(4,4,{1},{0,2},[(3,2,{0},{0,1}),(3,3,{0},{0,1,2}),S_1,S_2,S_23,S_5⊕1])"
33,"S_3"
32,"(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_14⊕2,S_7])"
32,"(1,0,{1,2,3},{},[(2,2,{0},{0,1}),S_1,S_12⊕2,S_14,S_7])"
32,"(1,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_12⊕2,S_27,S_6])"
32,"(1,0,{1,3},{},[S_1,S_12,S_21,S_27,S_2⊕2,S_30,S_3⊕1])"
32,"(1,0,{1,4},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12⊕2,S_27,S_6,S_9])"
32,"(1,0,{1},{},[(2,2,{0},{1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_12,S_27,S_9])"
32,"(1,0,{1},{},[(2,3,{0},{0,1}),(2,3,{2},{0,1}),(3,3,{2},{0,1,2}),S_1,S_12,S_22,S_22⊕2,S_7⊕3])"
32,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),S_1,S_12⊕2,S_27,S_5⊕1,S_6])"
32,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),S_1,S_12⊕2,S_5⊕1,S_6])"
32,"(1,2,{1,3},{},[S_12,S_19,S_22,S_2⊕1,S_4,S_5,S_8])"
32,"(1,4,{0,1},{},[S_1,S_11,S_12,S_19,S_6,S_9])"
32,"(1,4,{3},{3},[(2,3,{2},{0,1}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{0},{0,1}),(3,3,{2},{0,2}),S_23,S_2⊕1,S_30,S_3⊕1])"
32,"(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_13⊕1,S_14,S_14⊕1,S_18⊕1,S_30])"
32,"(2,0,{1,2},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_18⊕1,S_31,S_5⊕1])"
32,"(2,0,{1,2},{},[(1,4,{0,1},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_2,S_27,S_31])"
32,"(2,0,{1},{1},[(1,1,{0},{0,2}),(3,3,{0},{0,1}),(3,3,{0},{1,2}),S_1,S_30,S_3⊕1,S_5⊕1])"
32,"(2,0,{1},{3},[(1,1,{0},{0,2}),(3,1,{0},{0,2}),S_1,S_30,S_5⊕1])"
32,"(2,0,{2,4},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_12,S_1⊕3,S_2,S_22,S_30,S_7⊕3,S_9⊕1])"
32,"(2,2,{3},{3},[(3,3,{2},{0,2}),S_2,S_23,S_2⊕1,S_2⊕2])"
32,"(2,5,{0,1,2},{},[(3,4,{0,1,3},{}),S_1,S_14⊕1,S_18⊕1,S_5⊕1,S_6⊕1,S_7⊕1])"
32,"(3,4,{0,3},{},[S_1,S_1⊕1,S_2⊕1,S_7,S_8])"
32,"(3,4,{2},{2},[(2,1,{0},{0}),S_2,S_2⊕1,S_3⊕1])"
32,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(1,4,{1,3},{}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_14⊕2,S_1⊕3,S_27,S_6])"
32,"(4,0,{1,4},{},[(1,4,{0,1,2,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12⊕2,S_27,S_6])"
32,"(4,2,{3},{0,3},[(2,3,{2},{0,1}),S_2,S_23,S_5])"
31,"(0,3,{0,1,2},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_18⊕1,S_2,S_27,S_5⊕1])"
31,"(0,3,{0,1,2},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),S_18⊕1,S_5⊕1])"
31,"(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,2,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_7])"
31,"(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,3,{0},{0,1,2}),(3,4,{0,1,3},{}),S_1,S_12,S_12⊕2,S_14,S_21,S_6])"
31,"(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_14⊕2])"
31,"(1,0,{1,3},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),S_1,S_12⊕2,S_15,S_16,S_21,S_2⊕2,S_6])"
31,"(1,0,{1,3},{},[S_1,S_11,S_12,S_21,S_23,S_9])"
31,"(1,0,{1,3},{},[S_11,S_12,S_21,S_23,S_6,S_9])"
31,"(1,0,{1},{3},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_1,S_23,S_30,S_5⊕1])"
31,"(1,0,{1},{},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{2},{0,1,2}),(3,4,{1,3},{}),S_1,S_12,S_22,S_22⊕2,S_27,S_7⊕3,S_9⊕3])"
31,"(1,0,{1},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{1,2}),S_1,S_27])"
31,"(1,0,{1},{},[(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_14⊕2,S_15,S_9])"
31,"(1,0,{2,4},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_12,S_1⊕3,S_23,S_29,S_30,S_3⊕1,S_5⊕1,S_9⊕3])"
31,"(1,1,{3},{0,2,3},[(2,2,{0},{0,1}),(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_2⊕1,S_3⊕1])"
31,"(1,2,{1,3},{},[S_12,S_14,S_2⊕1,S_4,S_6,S_8])"
