enc	genome
3,4,37a8	(2,3,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_14,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_5,S_8]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_6,S_8]),(3,2,{1,3},{},[S_12,S_1⊕1,S_5,S_8]),S_1,S_12⊕1])
3,4,5a	(2,3,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_14,S_2⊕1,S_4,S_6,S_8]),(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_5,S_8]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_6,S_8]),(3,2,{1,3},{},[S_12,S_1⊕1,S_5,S_8]),S_1,S_12⊕1])
4,35a	(2,3,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,4,{0,1,3},{},[S_12,S_14,S_2⊕1,S_4,S_6,S_8,S_9]),(1,4,{1,3},{},[S_12,S_2⊕1,S_4,S_9]),(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_5,S_8]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{1,3},{},[S_12,S_1⊕1,S_5,S_8]),S_1])
4,337a8	(2,3,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_5,S_8]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,1,{3},{},[S_12,S_14,S_15,S_1⊕1,S_23,S_2⊕1,S_4,S_8]),(3,2,{0,1,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_12,S_1⊕1,S_5,S_8]),S_1])
4,57a8	(2,3,{1,2},{},[(1,2,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_5,S_8]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,1,{3},{},[S_12,S_14,S_15,S_1⊕1,S_23,S_2⊕1,S_4,S_8]),(3,2,{0,1,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),S_1])
3AB|37a8AB	(2,3,{1,2},{},[(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,1,{3},{},[S_12,S_15,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_8]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_5,S_8]),S_1,S_30])
3ABC|3,ABCa	(2,3,{1,2},{},[(1,4,{0,3},{},[S_13,S_16,S_18,S_2⊕1,S_4,S_6,S_8]),(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,1,{0,3},{},[S_16,S_1⊕1,S_2⊕1,S_8]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_3⊕1,S_6,S_8]),S_1,S_28,S_4⊕1])
3ABC|3,ACBa	(2,3,{1,2},{},[(1,4,{0,3},{},[S_13,S_16,S_18,S_2⊕1,S_4,S_6,S_8]),(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0,3},{},[S_13,S_1⊕1,S_2⊕1,S_5,S_8]),(3,1,{0,3},{},[S_16,S_1⊕1,S_2⊕1,S_8]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_3⊕1,S_6,S_8]),S_1,S_28,S_4⊕1])
3AB|37AaB8	(2,3,{1,2},{},[(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0,3},{},[S_16,S_1⊕1,S_2⊕1,S_8]),(3,2,{0,1,3},{},[S_1,S_1⊕1,S_21,S_3⊕1,S_8]),(3,4,{0,1},{},[S_16,S_18,S_1⊕1,S_21,S_2⊕1,S_8]),(3,4,{0,3},{},[S_1,S_18,S_2⊕1,S_3,S_8]),S_1,S_2])
3AB|5AaB	(2,3,{1,2},{},[(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0,3},{},[S_16,S_1⊕1,S_2⊕1,S_8]),(3,2,{0,1,3},{},[S_1,S_1⊕1,S_21,S_3⊕1,S_8]),(3,4,{0,1},{},[S_16,S_1⊕1,S_21,S_2⊕1,S_8]),S_1,S_2])
3a,AB|2,2,AB	(2,3,{1,2},{},[(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{0},{0,1},[S_1⊕1,S_2⊕1,S_5]),S_1,S_2,S_2⊕1,S_4⊕1])
3AB|1,ABa	(2,3,{1,2},{},[(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_3⊕1,S_8]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_2⊕1,S_8]),S_1,S_1⊕1,S_2])
3AB|5,ABa	(2,3,{1,2},{},[(3,2,{0,1,3},{},[S_1,S_18,S_1⊕1,S_2⊕1,S_6]),(3,2,{0,3},{},[S_1,S_18,S_1⊕1,S_2⊕1,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_3⊕1,S_6,S_8]),S_1,S_1⊕1,S_2])
3AB|3,2a,AB	(2,3,{1,2},{},[(3,2,{1,3},{},[S_1,S_1⊕1,S_3⊕1,S_6,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_6,S_8]),(3,2,{3},{},[S_1,S_1⊕1,S_8]),S_1,S_6⊕1,S_8⊕1])
2,2,AB|2,a,AB	(2,3,{1,2},{},[S_1,S_1⊕1,S_2⊕1,S_9])
2A2B|2,a,AB	(2,3,{1,2},{},[S_1,S_1⊕1,S_2⊕1,S_9])
2A2B|2AaB	(2,3,{1,2},{},[S_1,S_1⊕1,S_2⊕1,S_9])
2AaB|2,2,AB	(2,3,{1,2},{},[S_1,S_1⊕1,S_2⊕1,S_9])
2A2B|2a,AB	(2,3,{1,2},{},[S_1,S_1⊕1])
2Aa|2,2,2A	(2,3,{1,2},{},[S_1,S_1⊕1])
2Aa|232A	(2,3,{1,2},{},[S_1,S_1⊕1])
2a,AB|2,2,AB	(2,3,{1,2},{},[S_1,S_1⊕1])
3,3a,2728	(2,3,{2,4},{},[(1,0,{1,3},{},[S_1,S_12,S_6]),(1,2,{1,3},{},[S_1,S_12,S_22,S_4]),(1,2,{1,3},{},[S_1,S_12,S_4,S_6,S_8]),(1,2,{1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{3},{},[S_1,S_12,S_23,S_2⊕1,S_4,S_8]),(1,4,{1,2},{},[S_1,S_12,S_4,S_9]),(1,4,{1,3},{},[S_1,S_12,S_22,S_23,S_2⊕1,S_4,S_8,S_9]),(1,4,{1,3},{},[S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_8]),S_1,S_4⊕1,S_8⊕1])
3,24,3a	(2,3,{2,4},{},[(1,0,{1,3},{},[S_1,S_12,S_6]),(1,4,{1,2},{},[S_1,S_12,S_4,S_9]),(1,4,{1,3},{},[S_12,S_2⊕1,S_4,S_6,S_7,S_8]),(3,2,{1,3},{},[S_1,S_12,S_15,S_1⊕1,S_4,S_8]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1]),(3,2,{3},{},[S_12,S_15,S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),(3,4,{1,3},{},[S_1,S_1⊕1,S_2⊕1,S_4,S_8,S_9]),S_1,S_4⊕1,S_6,S_8⊕1])
3AB|2,2,a,AB	(2,3,{2,4},{},[(3,2,{3},{},[S_1,S_1⊕1,S_2⊕1,S_8]),(3,4,{1,3},{},[S_1,S_1⊕1,S_2⊕1,S_8,S_9]),(3,4,{2,3},{},[S_1,S_1⊕1,S_2⊕1,S_8,S_9]),S_1,S_1⊕1,S_2])
3,2a,2738	(2,3,{2},{},[(0,1,{0,3},{},[S_15,S_1⊕1,S_8]),(1,0,{1,3},{},[S_1,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_19,S_23,S_6,S_8]),(1,2,{1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_8]),(1,2,{1,3},{},[S_12,S_19,S_21,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_6,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_1⊕1,S_8]),S_1,S_8⊕1])
3,25,2a	(2,3,{2},{},[(0,1,{0,3},{},[S_15,S_1⊕1,S_8]),(1,0,{1,3},{},[S_1,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_19,S_6,S_8]),(1,2,{1,3},{},[S_12,S_19,S_21,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_6,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_8]),S_1,S_8⊕1])
3,2a,34	(2,3,{2},{},[(0,1,{0,3},{},[S_15,S_1⊕1,S_8]),(1,0,{1,3},{},[S_1,S_6,S_8]),(1,2,{1,3},{},[S_12,S_19,S_21,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_6,S_8]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_8]),(3,2,{3},{},[S_12,S_15,S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),S_1,S_8⊕1])
2a,133	(2,3,{2},{},[(0,1,{0,3},{},[S_15,S_1⊕1,S_8]),(1,0,{1},{},[S_1,S_8]),(1,2,{1,3},{},[S_1,S_12,S_15,S_23,S_2⊕1,S_6]),(1,2,{1,3},{},[S_1,S_12,S_19,S_21,S_23,S_6,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_1⊕1,S_8]),S_1])
3A|1A3a	(2,3,{2},{},[(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_12,S_5,S_6]),(3,2,{1,3},{},[S_1⊕1,S_3⊕1,S_6,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_5,S_8]),S_1,S_30])
3A|2a,27A8	(2,3,{2},{},[(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_8]),S_1,S_1⊕1,S_8⊕1])
3AB|3a,2AB	(2,3,{2},{},[(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{1,3},{},[S_1,S_12,S_15,S_1⊕1,S_4,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_1⊕1,S_2⊕1,S_5,S_8]),S_1,S_1⊕1,S_4⊕1,S_8⊕1])
3AB|2a,3AB	(2,3,{2},{},[(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_1⊕1,S_8]),S_1,S_1⊕1,S_8⊕1])
3AB|2a,2AB	(2,3,{2},{},[(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_5,S_8]),S_1,S_1⊕1,S_8⊕1])
2AB|2,2,a,AB	(2,3,{2},{},[S_1,S_1⊕1,S_2⊕1,S_9])
3A|4,3Aa	(2,4,{0,1,2},{},[(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_5,S_8]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_3⊕1,S_8]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_8]),S_25,S_5⊕1,S_8⊕1])
2AB|2,2,ABa	(2,4,{0,2,3},{},[S_1,S_12,S_14,S_1⊕1,S_2⊕1,S_7])
2AB|2A2Ba	(2,4,{0,2,3},{},[S_1,S_12,S_1⊕1,S_21,S_25,S_2⊕1])
2AB|2A7a8B	(2,4,{1,2,3},{},[S_1,S_12,S_1⊕1,S_25,S_2⊕1])
2,ABa|2,2,AB	(2,4,{1,2,3},{},[S_1,S_12,S_1⊕1,S_2⊕1])
2A2B|2,ABa	(2,4,{1,2,3},{},[S_1,S_12,S_1⊕1,S_2⊕1])
2AB|2,2a,AB	(2,4,{1,2,3},{},[S_1,S_12,S_1⊕1,S_6,S_7])
2A2B|2ABa	(2,4,{1,2,3},{},[S_1,S_1⊕1,S_20,S_3⊕1])
2ABa|2,2,AB	(2,4,{1,2,3},{},[S_1,S_1⊕1,S_20,S_3⊕1])
3A|37A87a8	(2,4,{1,2},{},[(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,1,{3},{},[S_12,S_14,S_15,S_1⊕1,S_23,S_2⊕1,S_4,S_8]),(3,2,{0,3},{},[S_1,S_14,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_5,S_8]),(3,3,{2},{0,2},[S_2,S_2⊕1]),S_1,S_15⊕1,S_23⊕1,S_25])
3A|34,Aa	(2,4,{1,2},{},[(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(3,0,{3},{},[S_1,S_3,S_8]),(3,2,{3},{},[S_1,S_12,S_15,S_1⊕1,S_8]),S_15⊕1,S_25,S_8⊕1])
2,2,AB|3,a,AB	(2,4,{1,2},{},[(3,2,{0},{0,1},[S_1⊕1,S_2⊕1,S_5]),S_1,S_2,S_28,S_2⊕1,S_3⊕1,S_4⊕1])
3,ABa|2,2,AB	(2,4,{1,2},{},[(3,2,{0},{0,1},[S_1⊕1,S_2⊕1,S_5]),S_1,S_2,S_28,S_2⊕1,S_3⊕1,S_4⊕1])
3ABa|2,2,AB	(2,4,{1,2},{},[(3,2,{0},{0,1},[S_1⊕1,S_2⊕1,S_5]),S_1,S_2,S_28,S_2⊕1,S_3⊕1,S_4⊕1])
3AaB|2,2,AB	(2,4,{1,2},{},[(3,2,{0},{0,1},[S_1⊕1,S_2⊕1,S_5]),S_1,S_2,S_28,S_2⊕1,S_3⊕1,S_4⊕1])
a,3AB|2,2,AB	(2,4,{1,2},{},[(3,2,{0},{0,1},[S_1⊕1,S_2⊕1,S_5]),S_1,S_2,S_28,S_2⊕1,S_3⊕1,S_4⊕1])
2A2B|a,2AB	(2,4,{1,2},{},[S_1,S_1⊕1,S_22,S_2⊕1,S_3⊕1])
a,2AB|2,2,AB	(2,4,{1,2},{},[S_1,S_1⊕1,S_22,S_2⊕1,S_3⊕1])
2A2B|7AB8a	(2,4,{1,2},{},[S_1,S_1⊕1,S_3⊕1])
7AB8a|2,2,AB	(2,4,{1,2},{},[S_1,S_1⊕1,S_3⊕1])
Aa|277388A	(2,4,{1},{0,1,3},[(1,1,{0},{0,2},[S_2⊕1,S_5]),(3,1,{0},{0,2},[S_2⊕1,S_3]),(3,2,{0},{0,1},[S_2⊕1,S_5]),(3,3,{0},{0,1,2},[S_2⊕1,S_3,S_5]),(3,3,{0},{0,1},[S_2⊕1,S_3,S_5]),(3,3,{0},{1,2},[S_2⊕1,S_3]),(3,3,{2},{0,1,2},[S_2,S_2⊕1,S_3]),(3,3,{2},{0,2},[S_2,S_2⊕1]),S_30,S_3⊕1])
Aa|2758A	(2,4,{1},{0,1,3},[(1,1,{0},{0,2},[S_2⊕1,S_5]),(3,1,{0},{0,2},[S_2⊕1,S_3]),(3,2,{0},{0,1},[S_2⊕1,S_5]),(3,3,{0},{0,1,2},[S_2⊕1,S_3,S_5]),(3,3,{0},{0,1},[S_2⊕1,S_3,S_5]),(3,3,{2},{0,2},[S_2,S_2⊕1]),S_30,S_3⊕1])
Aa|132A	(2,4,{1},{0,1,3},[(1,1,{0},{0,2},[S_2⊕1,S_5]),(3,2,{0},{0,1},[S_2⊕1,S_5]),(3,3,{2},{0,1,2},[S_2,S_2⊕1,S_3]),S_30])
Aa|27387A8	(2,4,{1},{1,3},[(1,1,{0},{0,2},[S_2⊕1,S_5]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{0,2},[S_2⊕1,S_3]),(3,2,{0},{0,1},[S_2⊕1,S_5]),(3,3,{2},{0,1,2},[S_2,S_2⊕1,S_3]),(3,3,{2},{0,2},[S_2,S_2⊕1]),(3,3,{2},{2},[S_2,S_2⊕1,S_3]),S_19,S_23,S_3⊕1])
Aa|257A8	(2,4,{1},{1,3},[(1,1,{0},{0,2},[S_2⊕1,S_5]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{0,2},[S_2⊕1,S_3]),(3,2,{0},{0,1},[S_2⊕1,S_5]),(3,3,{2},{0,2},[S_2,S_2⊕1]),S_19,S_3⊕1])
ABa|2738AB	(2,4,{1},{1},[(1,1,{0},{0,2},[S_2⊕1,S_5]),(3,1,{0},{0},[S_1⊕1,S_2⊕1,S_3,S_5]),(3,2,{0},{0,1},[S_2⊕1,S_5]),(3,3,{2},{0,1,2},[S_2,S_2⊕1,S_3]),(3,3,{2},{0,2},[S_2,S_2⊕1]),S_1,S_19,S_23,S_30,S_3⊕1])
ABa|25AB	(2,4,{1},{1},[(1,1,{0},{0,2},[S_2⊕1,S_5]),(3,1,{0},{0},[S_1⊕1,S_2⊕1,S_3,S_5]),(3,2,{0},{0,1},[S_2⊕1,S_5]),(3,3,{2},{0,2},[S_2,S_2⊕1]),S_1,S_19,S_30,S_3⊕1])
2AB|a,2A2B	(2,4,{2,3},{},[S_1,S_1⊕1,S_22,S_25,S_2⊕1])
AB|ACa|2,2,BC	(2,4,{2,3},{},[S_1,S_1⊕1,S_25,S_2⊕1,S_3⊕1])
AB|Aa|2,2,2B	(2,4,{2},{0},[S_1,S_1⊕1,S_3⊕1])
33,12a	(2,5,{0,1,2},{},[(0,1,{0,3},{},[S_15,S_1⊕1,S_8]),(1,0,{1,3},{},[S_12,S_13,S_23,S_6]),(1,0,{1,3},{},[S_12,S_14,S_23,S_6,S_8]),(1,1,{0},{0},[S_15,S_23,S_2⊕1,S_5]),(1,2,{0,1,3},{},[S_1,S_12,S_18,S_19,S_4,S_6]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_21,S_23,S_2⊕1,S_6,S_8]),(1,3,{0,1},{},[S_1,S_19,S_6,S_7]),(3,4,{0,1,3},{},[S_14,S_18,S_1⊕1,S_5,S_6,S_7])])
3A|5,2Aa	(2,5,{0,1,2},{},[(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(1,3,{0,1},{},[S_1,S_2⊕1,S_6,S_7]),(3,2,{1,3},{},[S_1,S_1⊕1,S_3⊕1,S_6,S_8]),(3,4,{0,1,3},{},[S_1,S_1⊕1,S_2⊕1,S_7,S_8]),S_1,S_1⊕1,S_2])
3,5,4a	(2,5,{0,1,2},{},[(1,0,{1,3},{},[S_1,S_6,S_8]),(1,2,{0,1,3},{},[S_12,S_14,S_19,S_21,S_23,S_6,S_8]),(1,3,{0,1},{},[S_1,S_2⊕1,S_6,S_7]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1,S_6]),(3,2,{0,1,3},{},[S_1,S_18,S_1⊕1,S_2⊕1,S_6]),(3,4,{0,1,3},{},[S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_7,S_8]),(3,4,{0,3},{},[S_1,S_18,S_3,S_5,S_8]),S_1,S_2,S_4⊕1,S_8⊕1])
5,12a	(2,5,{0,1,2},{},[(1,0,{1,3},{},[S_12,S_13,S_23,S_6]),(1,2,{0,1,3},{},[S_12,S_13,S_14,S_18,S_21,S_23,S_2⊕1,S_6,S_8]),(1,3,{0,1},{},[S_1,S_2⊕1,S_6,S_7]),(3,2,{0,1,3},{},[S_1,S_18,S_1⊕1,S_2⊕1,S_6]),(3,4,{0,1,3},{},[S_14,S_18,S_1⊕1,S_5,S_6,S_7]),S_1,S_5⊕1])
3A|377A88a	(2,5,{0,1,2},{},[(1,1,{3},{},[S_12,S_13,S_14,S_16,S_2⊕1,S_4,S_5]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{0,3},{},[S_1,S_14,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_3⊕1,S_5,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_5,S_8]),(3,3,{2},{0,2},[S_2,S_2⊕1]),(3,4,{0,3},{},[S_1,S_16,S_3,S_5]),S_13⊕1,S_25,S_30])
3,4,4a	(2,5,{0,1,2},{},[(1,4,{0,1,3},{},[S_12,S_14,S_23,S_2⊕1,S_4,S_6,S_7,S_8]),(3,0,{3},{},[S_1,S_3,S_8]),(3,1,{0,3},{},[S_14,S_18,S_3,S_5,S_8]),(3,1,{0,3},{},[S_14,S_1⊕1,S_5,S_7,S_8]),(3,1,{0},{0,2},[S_2⊕1,S_3,S_5]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{0,1,3},{},[S_1,S_14,S_18,S_1⊕1,S_2⊕1]),(3,2,{1,3},{},[S_1,S_1⊕1,S_6,S_8]),(3,4,{0,1,3},{},[S_18,S_1⊕1,S_2⊕1,S_4,S_6,S_7,S_8]),(3,4,{0,3},{},[S_1,S_18,S_3,S_5,S_8]),S_25])
3A|a,17A8	(2,5,{0,2},{},[(1,2,{1,3},{},[S_11,S_22,S_2⊕1,S_5,S_8]),(3,2,{1,3},{},[S_1,S_1⊕1,S_22,S_2⊕1,S_3⊕1,S_5,S_8]),(3,3,{2},{0,2},[S_2,S_2⊕1]),(3,4,{3},{},[S_1,S_2⊕1,S_3,S_5,S_8]),S_11⊕1,S_2,S_22,S_22⊕1,S_30])
3A|a,12A	(2,5,{0,2},{},[(1,4,{1,3},{},[S_22,S_2⊕1,S_5,S_8,S_9]),(3,2,{1,3},{},[S_1,S_1⊕1,S_2⊕1,S_8]),(3,3,{2},{0,2},[S_2,S_2⊕1]),(3,4,{1,3},{},[S_1,S_1⊕1,S_2⊕1,S_5,S_8,S_9]),(3,4,{3},{},[S_1,S_2⊕1,S_3,S_5,S_8]),S_2,S_22,S_22⊕1,S_30,S_5⊕1])
3A|2,1Aa	(2,5,{1,2,4},{},[(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_3⊕1,S_8]),(3,4,{0,1,3},{},[S_1,S_1⊕1,S_2⊕1,S_7,S_8]),(3,4,{0,1,3},{},[S_14,S_18,S_1⊕1,S_5,S_6,S_7]),S_12,S_18⊕1,S_25,S_5⊕1])
3A|4,A,3a	(2,5,{1,2,4},{},[(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_5,S_8]),(3,4,{0,1,3},{},[S_1,S_1⊕1,S_7,S_8]),(3,4,{0,3},{},[S_1,S_14,S_1⊕1,S_4,S_7,S_8]),(3,4,{3},{},[S_1,S_3,S_5,S_8]),S_1⊕1,S_25,S_8⊕1])
3A|3a,4A	(2,5,{2,4},{},[(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{1,3},{},[S_1,S_12,S_15,S_1⊕1,S_4,S_8]),(3,2,{3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_5,S_8]),(3,4,{3},{},[S_1,S_2⊕1,S_3,S_5,S_8]),S_15⊕1,S_1⊕1,S_25,S_4⊕1,S_8⊕1])
2,2,2,37a8	(3,0,{1,2,3,4},{},[(1,3,{0,1,2},{},[S_7]),(2,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(2,1,{0,2,3},{},[S_14,S_1⊕1,S_2⊕1,S_7]),S_1,S_2,S_7])
2,2,2,27a8	(3,0,{1,2,3,4},{},[(1,3,{0,1,2},{},[S_7]),(2,1,{0,2,3},{},[S_14,S_1⊕1,S_2⊕1,S_7]),(2,1,{0,2},{},[S_1⊕1,S_2⊕1,S_7]),S_1,S_2,S_7])
